metric_id,observation_id,ndvi,evi,soil_moisture,crop_health_score
415868,743729,0.20309806900769425,0.3714211888434735,35.24751688156941,68.75467126338354
168853,711833,0.3191864394869869,0.5821916251473904,16.744402188501336,76.49846251362197
104371,809957,0.2105609073306339,0.41669593114343084,18.445712439336678,86.680113190768
281330,420975,0.1748347483759251,0.3341403992421593,52.39189987781806,62.749716291477085
751319,451591,0.6925879920324591,0.4620363218364365,49.60477513726286,52.75294101063705
294641,670982,0.2918715245595517,0.3714286197786234,13.469858832221195,64.4007456291647
419220,709971,0.5410041496130319,0.4123770059066759,42.44512449308501,92.00220029722813
250756,193525,0.16354957200762574,0.27590010462795234,41.89614316547386,91.87929079553243
416353,350845,0.7605170256698522,0.28084798046211706,45.959037013242636,66.09130826215515
674292,881892,0.3633993601483448,0.18324362984305181,35.865662004138585,52.59178357187784
392825,855824,0.6374446344797216,0.21391195040823036,42.51701548540713,49.83778730651191
517185,463149,0.5576667634057904,0.1076527419168765,42.75905007589115,89.90842418198987
958781,568552,0.5945164182717008,0.3947635250894538,50.48996986405674,45.251864731989265
528602,670982,0.6479878309589785,0.7335172258376587,25.171038805775147,64.99595148571086
193123,417645,0.3357905043356035,0.5586763716534776,23.056841485294896,64.06542807981968
111630,657515,0.3740296223887192,0.2602046077479274,19.080877824773538,57.79626903432252
890204,402730,0.1614675491070864,0.5155878420151387,35.94462736348914,79.54978455431892
439741,512262,0.6614737135694599,0.5190141952648715,19.72050363877455,52.6098488365693
323061,842707,0.36161862378907916,0.2663291326746419,12.277492824466693,85.15577863784245
700120,861981,0.20523523333965793,0.40581849078007526,26.42651575012418,84.60879288391276
535216,825632,0.824937753564443,0.5570073567600295,39.93819364253241,76.25797653716258
137458,842707,0.1755879013357007,0.6567616078449372,37.011381546043694,81.87781369764099
338093,956289,0.20192198901466282,0.4582659784356222,27.908316289008084,59.15680288114117
311808,265487,0.7871325050141631,0.47010174076643985,36.74955138984444,72.17509990573606
280704,861886,0.20154838744610876,0.49090911069915766,52.68627898611513,60.73773811175937
713285,658997,0.8015697471440109,0.18175557315470509,45.37961617204151,80.37610501827052
489555,871578,0.6214972809723299,0.38253302406695633,35.44719789906824,87.69142440743936
986172,355785,0.20635462904333726,0.5307657888556702,14.665776308893447,52.49563019766946
592215,432340,0.47157059435331405,0.5364828773080753,39.741144749731156,79.09932339477328
312564,511717,0.6242298847352556,0.4823154639047421,19.524415418223768,65.5931914597036
205672,188357,0.4811024761812891,0.2359573728112811,54.077522528840326,49.46715546026308
513218,840780,0.41159757344218983,0.12659376780566087,16.978173492561695,58.80508494111097
299428,952402,0.597338661967988,0.14149288941219756,34.006854419414,54.30670592417961
836713,710350,0.4404086978553141,0.73033925420014,34.814934215026426,47.597701533061894
405572,921645,0.26466908689344293,0.4348032877039516,34.60367119521628,91.31420436780091
300472,996786,0.7412051765679174,0.19328753045359684,30.825323591194547,48.271683255642714
243517,704293,0.40783471602744004,0.419249778830164,36.65851000409238,83.87639219030942
805626,381125,0.7244439048678923,0.4548784521329087,12.726093445897153,89.5586003110534
651627,427037,0.6209382608992906,0.5541182752115376,31.727397288343173,92.81179950654648
520681,273970,0.3199407431735224,0.5571841307143326,28.917260059586543,60.873803582277894
284926,543378,0.8114814418073936,0.6185694688430583,20.33626754308513,61.89690520442632
484695,352527,0.8315086082211776,0.333909781358671,13.334878594419191,87.3522168602143
328376,436697,0.7750521976906461,0.565990545046138,54.84876623365511,90.11304687199262
392870,313706,0.7161040120414379,0.6876735724872569,13.465825777206234,69.37552434992438
455789,205521,0.22771575251261428,0.547790607822819,43.92220954018266,79.4139179845323
863715,978841,0.326987698809042,0.5118113652551086,42.75159756225683,48.52398940581149
759261,108301,0.8309841503526484,0.611141323240551,33.39536793924892,60.64807517698422
704680,384679,0.6673535836224675,0.18865231176541544,14.26458895078786,48.65717305049126
465063,992001,0.569222333216303,0.36506291044472605,19.83952161692456,63.8272155922709
227921,504928,0.32990518298812443,0.17586411487618223,30.997075488046633,81.20562961733332
229187,670982,0.34546117815889565,0.6960883022701514,36.309298172238684,62.78673498230088
964831,801845,0.29927267414373726,0.1979258944657863,37.36551304613073,82.16406883094737
203469,108301,0.8429443008286382,0.15707738969181456,31.570469661900248,81.38609686037822
780375,686790,0.18271700100917768,0.3481935596055278,31.15990651697107,71.5355035991386
291739,265487,0.6802777594224114,0.17372597858053093,34.08884396621242,74.43277512059471
952276,141485,0.27445344628778773,0.4676318205391393,52.50528261473826,86.66064695116647
583224,619014,0.672853899446093,0.299141121679488,41.64798159311828,67.08415495972292
552501,709971,0.8241658189436046,0.2879072013398386,13.289421045999335,76.1811581504044
914732,463149,0.790875123243144,0.28367049629945096,32.51934631013822,60.13964038017504
598387,366680,0.33904627952060806,0.666218217743315,13.126132851759213,57.116388428429985
330784,392451,0.34391196630857246,0.390985785796903,12.059328501591445,64.054083044696
868464,511717,0.21763890590454307,0.3920058833611121,31.315140783514533,75.05336366988517
871220,837484,0.4940083072348067,0.5057539995411524,30.591623345645083,87.53238154501344
386265,384679,0.33622171569449627,0.14252534296803998,40.140443521725004,52.272030281758845
812194,219532,0.6338740822525206,0.7370278360347903,35.70815788420289,72.23485193626581
572621,349034,0.5129097539955167,0.21914995480210314,52.889625484620446,69.26465331864127
100536,796535,0.48739130069612746,0.12325401317299542,42.41360327833955,62.65783307390299
338787,800189,0.2683087764719163,0.40002561765894484,40.44121185151141,77.57732305958642
905942,869852,0.4583935314448093,0.21227224165215447,49.76104632031013,48.40573490666961
563834,112011,0.5291311622425466,0.4297496878861804,49.58330496491003,82.19023086075357
641952,467174,0.5498115466058996,0.4175427327577177,32.0032553464559,59.494467488079145
237091,124811,0.4429583904654274,0.1823841811269598,47.49549662069344,51.76032133963956
254362,534949,0.2678826426771743,0.4430580770911492,23.162591204098703,64.64047165220191
793847,384363,0.6937271320021849,0.5245501995358648,28.538346745799178,80.80230426874684
314252,962075,0.38839443959024145,0.7416779104093649,42.537785593658256,72.99875175312562
506633,108301,0.5518387514422683,0.571009843033453,22.74308853366395,51.553316111237
774554,861886,0.7982823550578776,0.13539301884471536,33.31033002718546,91.35185749273252
185696,686790,0.7252766085986551,0.37532828206468627,20.169873568697025,61.55915338567081
693048,638214,0.264995692116618,0.5289639370713202,54.39660864822941,60.039266099316855
764234,184737,0.4394387234270931,0.42059960670386354,37.7724213805909,65.93951964647127
935176,579110,0.307540817628972,0.45082416129699465,39.835277498113165,66.03331739494298
927823,436697,0.3491655309991125,0.15022945642443875,41.562479877148476,89.13635465494303
504788,414983,0.595448430194385,0.40252158227160273,30.296757018533587,87.33021520653455
229752,162802,0.5852374571274002,0.5292347686968074,53.15625881734811,75.1458210174265
137815,141485,0.41280683471458,0.29987845528629953,16.106311488719626,49.795713094300595
452637,399672,0.740192601951266,0.42312516568150815,22.04596414374415,68.57569420621414
342550,384679,0.5718821106566557,0.3081764850437258,53.59800517135941,81.17087936034343
413290,106656,0.7318573946200297,0.32423524973006873,48.55804666916868,62.48998780643433
504260,779066,0.3902530928786921,0.3004326254881341,52.552968790885245,72.35241772625548
741047,701606,0.5947803281518029,0.14051537161149913,32.22817469124603,81.58341841671577
348395,760059,0.1525821704481415,0.6355903989667369,25.372551695473582,59.545718001095906
433421,243952,0.5941466430400498,0.17279186845552214,47.52729302540976,74.52719807692604
881402,606091,0.3972238751236703,0.2341321621581548,19.846819414913348,53.15987252063069
819337,861886,0.3653828904854262,0.4896403067445967,36.25781333897752,92.94909396363683
586765,354298,0.4793720209663933,0.5540592692170699,20.830344150700945,93.06271323679822
590438,980213,0.35886318999202915,0.650088657892053,20.23967418994652,78.36424003692372
523542,592145,0.2674217979914588,0.7325679811170566,39.12348774184288,66.14601574564703
825256,939791,0.2512778357576144,0.7236761915390366,28.719619785919875,87.22898394420682
158545,638214,0.23222905178832803,0.3024133119723399,53.90107049432927,58.4993429313252
456626,317053,0.5191836483189693,0.5934933717480555,39.46052867758905,85.45808390112782
433646,956289,0.19957741524415706,0.49459830410608296,49.2640325955761,66.37311639039436
132559,980947,0.7889425242370651,0.22293972354399078,39.00543161647789,73.97624375775436
100558,106287,0.61778314739093,0.5440069962978727,15.232675508896174,70.49300692457435
661535,732876,0.5497111635324718,0.6609703542432376,53.231601089130876,82.86858659244521
772469,779066,0.6641703393275878,0.34430595327319813,16.79637297656124,69.45371118132002
994246,340114,0.3508603291420644,0.7050787760357106,50.9272168274025,91.22531815859733
189660,497567,0.58958685246213,0.14486818369006127,30.171440388363447,70.53456049494059
980095,606091,0.6137150391926723,0.15968571509679264,22.085557680574567,78.89337379992742
602420,512262,0.32906530691774655,0.661632480683199,41.99389107755844,74.86272233699866
630937,360702,0.21428730051822262,0.30393885511148966,48.047422427876334,92.51718397706985
296295,125312,0.4141479714221604,0.2859623505857111,49.659726821533866,45.64650012950606
458618,657515,0.16887335568285194,0.13908541768609972,30.3450178611742,52.43423927534148
371084,106656,0.35532868797464584,0.30801595110017566,22.092755518061942,83.21757314812074
813202,972601,0.7306888609787673,0.7210497670574864,49.32396723829707,70.92501432000478
882804,571205,0.8245511127018867,0.5525549003512404,45.54559117870995,84.32684955547991
761583,982099,0.15490596792255962,0.3458593479232909,33.446381608806085,60.10124896701059
506330,732876,0.5280406952636271,0.4856994206511758,53.8206867910519,71.49296356888283
686231,861886,0.6492387272125831,0.5058813225704355,40.55583541428325,85.36336896554579
647160,825632,0.5366621414178137,0.2046923079338296,22.375869782637693,88.39131554943197
714902,986255,0.2537081363569589,0.446690032254177,50.96172895805863,54.149480835310776
681264,638214,0.4410756947841207,0.310811617108123,37.157518013971824,51.12195694321987
452933,657515,0.6125406202006073,0.3032956497407363,24.222360170225834,56.610848979863384
703472,243952,0.3904833526849844,0.604948905097322,12.718460688411957,78.50186461257096
906757,986255,0.2820403381618808,0.6736823854197476,47.56955837480275,70.1920814206081
693912,360863,0.6458505436818421,0.19547598893271856,21.826717375050954,75.35898470055872
799244,125312,0.7674058035848923,0.33899688979918874,48.149740848169046,62.61699064920984
197871,607528,0.5695662926445945,0.5231332001076973,18.23365118463653,81.32394466380683
369151,504928,0.4424860742354616,0.3341656667952107,15.530830812619378,80.91214387732046
220013,360702,0.6978344111287261,0.11380904150405449,37.96078163804154,70.5112094059257
233986,162802,0.7845183123206569,0.5254603276158477,30.355499756766466,77.24813153511187
687195,420975,0.35638283237552826,0.3414907893824275,36.683334769187525,58.32978416098445
770443,368188,0.5852541933724926,0.6798475549004301,34.74311609484057,88.69610966496441
284578,567267,0.5084353847764369,0.19705966906737682,39.33586219726649,74.35757233754875
202070,992001,0.3488989683463584,0.7419286814281078,54.03532968002354,84.54785966149383
266219,184737,0.39984621077434684,0.13871165315461215,22.769224868003562,46.70978984232827
728069,273970,0.6685453060974534,0.18938472074918478,24.395377723038948,87.5867243933694
909571,113254,0.2905954630196581,0.7329361368885133,50.56511321408551,57.85152288191101
